Timestamp,Your Phone,Your 4 digit ID,Quantity,Location,Measurement Value (db or lux)
1/30/2020 13:06:11,Android (all models),3171,Light Flux,In class (on writing desk),79
1/30/2020 13:11:33,Android (all models),3171,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),73.4
1/30/2020 13:12:26,Android (all models),3171,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",82.6
1/30/2020 13:14:02,Android (all models),3171,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",93.4
1/30/2020 13:18:14,Android (all models),3171,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),45.9
1/30/2020 14:10:13,Android (all models),3171,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),45.9
1/30/2020 14:10:33,Android (all models),3171,Light Flux,In the car,1.3
1/30/2020 15:34:50,Android (all models),4705,Light Flux,Outdoors by GIX: Cloudy,1309
1/30/2020 15:35:04,Android (all models),4705,Light Flux,Outdoors by GIX: Cloudy,1184
1/30/2020 15:35:19,Android (all models),4705,Light Flux,Outdoors by GIX: Cloudy,1179
1/30/2020 20:40:22,Android (all models),4705,Light Flux,Starbucks at a table,18
1/30/2020 20:40:37,Android (all models),4705,Light Flux,Starbucks at a table,65
1/30/2020 20:40:51,Android (all models),4705,Light Flux,Starbucks at a table,96
1/30/2020 20:41:04,Android (all models),4705,Light Flux,breakfast table,22
1/30/2020 20:41:29,Android (all models),4705,Light Flux,breakfast table,18
1/30/2020 20:42:03,Android (all models),4705,Light Flux,breakfast table,19
1/30/2020 23:22:20,Android (all models),5564,Light Flux,your bed at night,0.1
1/30/2020 23:22:53,Android (all models),5564,Light Flux,breakfast table,56
1/30/2020 23:23:19,Android (all models),5564,Light Flux,Starbucks at a table,651
1/30/2020 23:23:36,Android (all models),5564,Light Flux,In class (on writing desk),538
1/30/2020 23:24:11,Android (all models),5564,Light Flux,Outdoors by GIX: Cloudy,13650
1/30/2020 23:24:31,Android (all models),5564,Light Flux,In the car,242
1/30/2020 23:24:51,Android (all models),5564,Light Flux,On a bus (while bus is stopped),160
1/30/2020 23:25:13,Android (all models),5564,Light Flux,On a bus (Highway speed),155
1/30/2020 23:25:41,Android (all models),5564,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",671
1/30/2020 23:26:17,Android (all models),5564,Light Flux,Outdoors by GIX: Sunny,13650
1/30/2020 23:33:02,Android (all models),5564,"Sound pressure level, SPL(dBA)",your bed at night,41
1/30/2020 23:33:21,Android (all models),5564,"Sound pressure level, SPL(dBA)",breakfast table,62
1/30/2020 23:33:47,Android (all models),5564,"Sound pressure level, SPL(dBA)",Starbucks at a table,76
1/30/2020 23:34:07,Android (all models),5564,"Sound pressure level, SPL(dBA)",In class (on writing desk),66
1/30/2020 23:34:34,Android (all models),5564,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Sunny,74
1/30/2020 23:34:50,Android (all models),5564,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,77
1/30/2020 23:35:07,Android (all models),5564,"Sound pressure level, SPL(dBA)",In the car,64
1/30/2020 23:35:27,Android (all models),5564,"Sound pressure level, SPL(dBA)",On a bus (while bus is stopped),65
1/30/2020 23:35:46,Android (all models),5564,"Sound pressure level, SPL(dBA)",On a bus (Highway speed),74
1/30/2020 23:36:07,Android (all models),5564,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),54
1/30/2020 23:36:24,Android (all models),5564,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",78
1/30/2020 23:36:44,Android (all models),5564,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",93
1/30/2020 23:37:01,Android (all models),5564,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),73
1/31/2020 0:11:19,Android (all models),3171,Light Flux,your bed at night,0.1
1/31/2020 10:18:07,iPhone (all models),0106,"Sound pressure level, SPL(dBA)",your bed at night,30.4
1/31/2020 10:41:32,iPhone (all models),0106,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,57.6
2/1/2020 7:39:40,Android (all models),3171,Light Flux,breakfast table,62.3
2/1/2020 13:40:51,iPhone (all models),0106,"Sound pressure level, SPL(dBA)",On a bus (while bus is stopped),70.3
2/1/2020 13:43:47,iPhone (all models),0106,"Sound pressure level, SPL(dBA)",On a bus (Highway speed),76
2/1/2020 14:21:07,iPhone (all models),0106,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",80
2/1/2020 14:24:45,iPhone (all models),0106,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",81.6
2/1/2020 14:27:17,iPhone (all models),0106,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),74.6
2/2/2020 23:39:29,iPhone (all models),8057,"Sound pressure level, SPL(dBA)",your bed at night,33.1
2/3/2020 9:39:16,iPhone (all models),8057,"Sound pressure level, SPL(dBA)",In class (on writing desk),55
2/3/2020 9:41:55,iPhone (all models),1613,"Sound pressure level, SPL(dBA)",In class (on writing desk),57.6
2/3/2020 9:46:19,iPhone (all models),1613,Light Flux,In class (on writing desk),142
2/3/2020 12:18:45,iPhone (all models),1613,Light Flux,Outdoors by GIX: Cloudy,2053
2/3/2020 12:22:32,iPhone (all models),1613,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,76.9
2/3/2020 12:38:01,iPhone (all models),1613,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),49.4
2/3/2020 12:39:30,iPhone (all models),1613,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",89.6
2/3/2020 12:46:56,iPhone (all models),1613,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",79.7
2/3/2020 12:49:10,iPhone (all models),1613,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),90
2/3/2020 12:52:09,iPhone (all models),1613,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",227
2/3/2020 13:05:39,Android (all models),3171,Light Flux,Outdoors by GIX: Cloudy,587
2/3/2020 13:45:47,Android (all models),4705,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",331
2/3/2020 13:46:06,Android (all models),4705,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),65
2/3/2020 13:46:37,Android (all models),4705,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",63
2/3/2020 13:46:58,Android (all models),4705,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),44
2/3/2020 13:47:16,Android (all models),4705,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",70
2/3/2020 14:23:28,iPhone (all models),1613,Light Flux,Outdoors by GIX: Sunny,954
2/3/2020 14:24:44,iPhone (all models),1613,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Sunny,61
2/4/2020 2:02:00,iPhone (all models),1613,Light Flux,your bed at night,1
2/4/2020 2:04:48,iPhone (all models),1613,"Sound pressure level, SPL(dBA)",your bed at night,46.9
2/4/2020 9:40:56,iPhone (all models),1613,Light Flux,breakfast table,109
2/4/2020 9:41:49,iPhone (all models),1613,"Sound pressure level, SPL(dBA)",breakfast table,49.8
2/4/2020 10:24:21,iPhone (all models),8057,"Sound pressure level, SPL(dBA)",In the car,65.5
2/4/2020 11:29:54,iPhone (all models),8057,"Sound pressure level, SPL(dBA)",Starbucks at a table,83
2/4/2020 12:29:02,iPhone (all models),1613,Light Flux,Starbucks at a table,53
2/4/2020 12:30:15,iPhone (all models),1613,"Sound pressure level, SPL(dBA)",Starbucks at a table,78
2/4/2020 12:48:34,iPhone (all models),1613,Light Flux,In the car,169
2/4/2020 12:48:51,iPhone (all models),1613,"Sound pressure level, SPL(dBA)",In the car,58.1
2/4/2020 15:12:24,Android (all models),3171,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",59.3
2/4/2020 15:24:10,iPhone (all models),8057,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",86
2/4/2020 15:25:02,iPhone (all models),8057,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",83
2/4/2020 15:25:47,iPhone (all models),8634,"Sound pressure level, SPL(dBA)",your bed at night,29
2/4/2020 15:26:03,iPhone (all models),8634,"Sound pressure level, SPL(dBA)",In class (on writing desk),53.2
2/4/2020 15:26:20,iPhone (all models),8634,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,64
2/4/2020 15:26:37,iPhone (all models),8634,"Sound pressure level, SPL(dBA)",On a bus (while bus is stopped),62.4
2/4/2020 15:26:51,iPhone (all models),8634,"Sound pressure level, SPL(dBA)",On a bus (Highway speed),67.2
2/4/2020 15:27:24,iPhone (all models),8634,Light Flux,your bed at night,42
2/4/2020 15:27:42,iPhone (all models),8634,Light Flux,breakfast table,52
2/4/2020 15:28:04,iPhone (all models),8057,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),90
2/4/2020 15:28:06,iPhone (all models),8634,Light Flux,In class (on writing desk),321
2/4/2020 15:28:20,iPhone (all models),8634,Light Flux,Outdoors by GIX: Cloudy,7211
2/4/2020 15:28:23,iPhone (all models),8057,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),46
2/4/2020 15:29:48,iPhone (all models),8634,Light Flux,On a bus (while bus is stopped),239
2/4/2020 15:34:29,Android (all models),1918,Light Flux,your bed at night,7
2/4/2020 15:34:52,Android (all models),1918,Light Flux,In class (on writing desk),162
2/4/2020 15:35:18,Android (all models),1918,Light Flux,Outdoors by GIX: Cloudy,175
2/6/2020 0:30:10,Android (all models),3968,"Sound pressure level, SPL(dBA)",your bed at night,30
2/6/2020 0:31:38,Android (all models),3968,"Sound pressure level, SPL(dBA)",breakfast table,30
2/6/2020 0:34:18,Android (all models),3968,Light Flux,your bed at night,1
2/6/2020 0:58:28,iPhone (all models),8057,Light Flux,your bed at night,1
2/6/2020 3:50:04,iPhone (all models),4739,"Sound pressure level, SPL(dBA)",your bed at night,29.8
2/6/2020 8:44:42,Android (all models),6123,Light Flux,breakfast table,70
2/6/2020 8:44:55,Android (all models),6123,"Sound pressure level, SPL(dBA)",breakfast table,34
2/6/2020 9:00:18,Android (all models),6123,Light Flux,your bed at night,0.1
2/6/2020 9:00:34,Android (all models),6123,"Sound pressure level, SPL(dBA)",your bed at night,20
2/6/2020 9:02:24,Android (all models),6123,Light Flux,Starbucks at a table,185
2/6/2020 9:02:52,Android (all models),6123,"Sound pressure level, SPL(dBA)",Starbucks at a table,38
2/6/2020 9:04:48,Android (all models),6123,Light Flux,In class (on writing desk),216
2/6/2020 9:05:35,Android (all models),6123,"Sound pressure level, SPL(dBA)",In class (on writing desk),38.8
2/6/2020 9:07:17,Android (all models),6123,Light Flux,Outdoors by GIX: Sunny,218
2/6/2020 9:07:54,Android (all models),6123,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Sunny,31
2/6/2020 9:09:22,Android (all models),6123,Light Flux,Outdoors by GIX: Cloudy,330
2/6/2020 9:09:43,Android (all models),6123,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,45
2/6/2020 9:10:58,iPhone (all models),8057,Light Flux,breakfast table,1
2/6/2020 9:11:38,Android (all models),6123,Light Flux,In the car,210
2/6/2020 9:12:02,Android (all models),6123,"Sound pressure level, SPL(dBA)",In the car,41
2/6/2020 9:13:49,Android (all models),6123,Light Flux,On a bus (while bus is stopped),155
2/6/2020 9:14:31,Android (all models),6123,"Sound pressure level, SPL(dBA)",On a bus (while bus is stopped),72
2/6/2020 9:16:18,Android (all models),6123,Light Flux,On a bus (Highway speed),132
2/6/2020 9:16:56,Android (all models),6123,"Sound pressure level, SPL(dBA)",On a bus (Highway speed),75
2/6/2020 9:18:03,Android (all models),6123,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),33
2/6/2020 9:18:40,Android (all models),6123,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",141
2/6/2020 9:19:19,Android (all models),6123,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",61
2/6/2020 9:20:12,Android (all models),6123,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",67
2/6/2020 9:20:57,Android (all models),6123,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),51
2/6/2020 9:41:34,iPhone (all models),8057,Light Flux,In class (on writing desk),274
2/6/2020 9:54:13,Android (all models),3968,Light Flux,In class (on writing desk),532
2/6/2020 9:55:00,Android (all models),3968,"Sound pressure level, SPL(dBA)",In class (on writing desk),43
2/6/2020 12:25:23,iPhone (all models),4264,Light Flux,In class (on writing desk),173
2/6/2020 12:25:42,iPhone (all models),4264,Light Flux,In class (on writing desk),175
2/6/2020 12:26:10,iPhone (all models),4264,Light Flux,In class (on writing desk),184
2/6/2020 12:26:34,iPhone (all models),4264,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",226
2/6/2020 12:26:59,iPhone (all models),4264,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",279
2/6/2020 12:27:35,iPhone (all models),4264,Light Flux,GIX Woodshop: No machines (SPL only),259
2/6/2020 13:22:31,iPhone (all models),4739,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,74.6
2/6/2020 13:26:10,iPhone (all models),4739,"Sound pressure level, SPL(dBA)",In class (on writing desk),52.7
2/6/2020 13:30:27,iPhone (all models),4739,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",76.4
2/6/2020 13:29:24,iPhone (all models),4739,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),51.2
2/6/2020 14:14:10,iPhone (all models),8057,Light Flux,Outdoors by GIX: Cloudy,387
2/6/2020 14:42:29,iPhone (all models),2050,"Sound pressure level, SPL(dBA)",your bed at night,30
2/6/2020 14:44:25,iPhone (all models),2050,"Sound pressure level, SPL(dBA)",In class (on writing desk),51.9
2/6/2020 14:49:25,iPhone (all models),2050,"Sound pressure level, SPL(dBA)",breakfast table,35.5
2/6/2020 14:51:10,iPhone (all models),2050,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),37
2/6/2020 17:08:11,Android (all models),3968,Light Flux,breakfast table,350
2/6/2020 17:08:46,Android (all models),3968,Light Flux,Outdoors by GIX: Cloudy,670
2/6/2020 17:09:14,Android (all models),3968,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,50
2/6/2020 17:09:49,Android (all models),3968,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),40
2/6/2020 17:10:35,Android (all models),3968,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",609
2/6/2020 17:11:02,Android (all models),3968,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",60
2/6/2020 17:11:38,Android (all models),3968,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",66
2/6/2020 17:11:58,Android (all models),3968,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),63
2/8/2020 16:24:18,iPhone (all models),0104,Light Flux,your bed at night,21
2/8/2020 16:24:45,iPhone (all models),0106,Light Flux,your bed at night,26
2/8/2020 16:25:10,iPhone (all models),0106,Light Flux,your bed at night,72
2/8/2020 16:25:34,iPhone (all models),0106,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",440
2/8/2020 16:25:52,iPhone (all models),0106,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",589
2/8/2020 16:26:12,iPhone (all models),0106,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",479
2/8/2020 16:26:40,iPhone (all models),0106,Light Flux,In class (on writing desk),207
2/8/2020 16:27:15,iPhone (all models),0106,Light Flux,In class (on writing desk),730
2/8/2020 16:27:38,iPhone (all models),0106,Light Flux,In class (on writing desk),295
2/8/2020 16:27:53,iPhone (all models),0106,Light Flux,In class (on writing desk),176
2/8/2020 16:28:11,iPhone (all models),0106,Light Flux,In the car,71
2/8/2020 16:28:35,iPhone (all models),0106,Light Flux,In the car,98
2/8/2020 16:28:52,iPhone (all models),0106,Light Flux,In the car,102
2/8/2020 22:17:14,iPhone (all models),5103,Light Flux,your bed at night,9
2/8/2020 22:25:58,iPhone (all models),5103,Light Flux,Starbucks at a table,51
2/8/2020 22:28:56,iPhone (all models),5103,Light Flux,breakfast table,54
2/9/2020 15:42:32,iPhone (all models),5103,Light Flux,Outdoors by GIX: Sunny,1395
2/9/2020 15:43:13,iPhone (all models),5103,Light Flux,Outdoors by GIX: Cloudy,468
2/9/2020 22:29:23,Android (all models),8412,"Sound pressure level, SPL(dBA)",your bed at night,10
2/9/2020 22:30:59,Android (all models),8412,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",55
2/9/2020 22:32:32,Android (all models),8412,"Sound pressure level, SPL(dBA)",In class (on writing desk),55
2/9/2020 22:33:48,Android (all models),8412,"Sound pressure level, SPL(dBA)",Starbucks at a table,52
2/10/2020 10:16:59,Android (all models),5992,"Sound pressure level, SPL(dBA)",In class (on writing desk),38.7
2/11/2020 1:40:56,iPhone (all models),4739,Light Flux,your bed at night,0.1
2/11/2020 7:43:17,Android (all models),5103,Light Flux,In the car,1
2/11/2020 10:05:35,iPhone (all models),5278,Light Flux,your bed at night,6
2/11/2020 10:15:13,iPhone (all models),4739,Light Flux,In class (on writing desk),175
2/11/2020 10:28:45,iPhone (all models),2050,Light Flux,In class (on writing desk),224
2/11/2020 10:59:14,Android (all models),5278,Light Flux,Outdoors by GIX: Cloudy,910
2/11/2020 10:59:35,Android (all models),5278,Light Flux,In class (on writing desk),365
2/11/2020 11:00:01,Android (all models),5278,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",420
2/11/2020 13:14:45,Android (all models),8500,Light Flux,your bed at night,6
2/11/2020 13:14:57,Android (all models),8500,Light Flux,breakfast table,545
2/11/2020 13:15:06,Android (all models),8412,"Sound pressure level, SPL(dBA)",Starbucks at a table,52
2/11/2020 13:15:09,Android (all models),8500,Light Flux,In class (on writing desk),507
2/11/2020 13:15:25,Android (all models),8500,Light Flux,In the car,1
2/11/2020 13:15:44,Android (all models),8500,Light Flux,Outdoors by GIX: Sunny,910
2/11/2020 13:15:50,Android (all models),5992,"Sound pressure level, SPL(dBA)",your bed at night,21.3
2/11/2020 13:15:57,Android (all models),8500,Light Flux,GIX Woodshop: No machines (SPL only),424
2/11/2020 13:16:10,Android (all models),8412,Light Flux,In class (on writing desk),550
2/11/2020 13:16:20,Android (all models),5992,"Sound pressure level, SPL(dBA)",breakfast table,55.3
2/11/2020 13:16:47,Android (all models),5992,"Sound pressure level, SPL(dBA)",Starbucks at a table,46.2
2/11/2020 13:17:04,Android (all models),5992,"Sound pressure level, SPL(dBA)",In class (on writing desk),38.7
2/11/2020 13:17:25,Android (all models),5992,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Sunny,56.5
2/11/2020 13:17:45,Android (all models),5992,"Sound pressure level, SPL(dBA)",In the car,43.2
2/11/2020 13:18:14,Android (all models),5992,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),44.3
2/11/2020 13:18:31,Android (all models),5992,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",80.3
2/11/2020 13:18:47,Android (all models),5992,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",83.3
2/11/2020 13:19:00,Android (all models),5992,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),73.4
2/11/2020 13:19:35,Android (all models),5992,Light Flux,your bed at night,67.2
2/11/2020 13:19:51,Android (all models),5992,Light Flux,breakfast table,153.4
2/11/2020 13:20:04,Android (all models),5992,Light Flux,Starbucks at a table,83.1
2/11/2020 13:20:31,Android (all models),5992,Light Flux,Outdoors by GIX: Sunny,1723
2/11/2020 13:20:48,Android (all models),5992,Light Flux,In class (on writing desk),193.2
2/11/2020 13:21:06,Android (all models),5992,Light Flux,In the car,22.3
2/11/2020 13:21:24,Android (all models),5992,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",133.2
2/11/2020 16:05:16,iPhone (all models),4739,Light Flux,Outdoors by GIX: Cloudy,304
2/11/2020 16:05:33,iPhone (all models),4739,Light Flux,Outdoors by GIX: Cloudy,302
2/11/2020 16:05:52,iPhone (all models),4739,Light Flux,Outdoors by GIX: Cloudy,298
2/11/2020 16:22:28,iPhone (all models),4739,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",306
2/11/2020 16:22:59,iPhone (all models),4739,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",306
2/11/2020 16:23:24,iPhone (all models),4739,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",255
2/11/2020 16:23:27,iPhone (all models),2050,Light Flux,GIX Woodshop: No machines (SPL only),281
2/11/2020 16:23:39,iPhone (all models),2050,Light Flux,GIX Woodshop: No machines (SPL only),280
2/11/2020 16:23:52,iPhone (all models),4739,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",280
2/11/2020 16:23:55,iPhone (all models),2050,Light Flux,GIX Woodshop: No machines (SPL only),255
2/12/2020 1:28:11,Android (all models),9160,"Sound pressure level, SPL(dBA)",your bed at night,30
2/12/2020 1:29:21,Android (all models),9160,"Sound pressure level, SPL(dBA)",breakfast table,44
2/12/2020 1:30:40,Android (all models),9160,"Sound pressure level, SPL(dBA)",In class (on writing desk),59
2/12/2020 1:32:13,Android (all models),9160,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),46
2/12/2020 1:37:09,Android (all models),9160,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",74
2/12/2020 1:38:15,Android (all models),9160,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",77
2/12/2020 1:39:14,Android (all models),9160,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),80
2/12/2020 15:46:49,iPhone (all models),6328,"Sound pressure level, SPL(dBA)",In class (on writing desk),51.8
2/12/2020 15:47:16,iPhone (all models),6328,"Sound pressure level, SPL(dBA)",In class (on writing desk),57.9
2/12/2020 15:48:38,iPhone (all models),6328,"Sound pressure level, SPL(dBA)",In class (on writing desk),53
2/12/2020 15:50:21,iPhone (all models),6328,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),50.4
2/12/2020 15:50:50,iPhone (all models),6328,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",89.2
2/12/2020 15:51:13,iPhone (all models),6328,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),72.6
2/12/2020 15:51:34,iPhone (all models),6328,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",83.2
2/12/2020 15:52:08,iPhone (all models),6328,"Sound pressure level, SPL(dBA)",In the car,64
2/12/2020 15:52:49,iPhone (all models),6328,"Sound pressure level, SPL(dBA)",Starbucks at a table,61.4
2/12/2020 16:48:49,Android (all models),9160,"Sound pressure level, SPL(dBA)",In the car,69
2/12/2020 18:36:48,iPhone (all models),2733,"Sound pressure level, SPL(dBA)",In class (on writing desk),51.2
2/12/2020 18:37:06,Android (all models),2733,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Sunny,52.4
2/12/2020 18:37:34,iPhone (all models),2733,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",75
2/12/2020 18:37:50,iPhone (all models),2733,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",77
2/12/2020 18:38:06,iPhone (all models),2733,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),71.8
2/12/2020 23:27:16,iPhone (all models),1927,Light Flux,your bed at night,0.1
2/12/2020 23:27:30,iPhone (all models),1927,Light Flux,your bed at night,0.1
2/12/2020 23:27:42,iPhone (all models),1927,Light Flux,your bed at night,0.1
2/12/2020 23:28:13,iPhone (all models),3341,Light Flux,your bed at night,20
2/12/2020 23:28:33,iPhone (all models),3341,Light Flux,your bed at night,11
2/12/2020 23:28:37,iPhone (all models),1927,Light Flux,breakfast table,114
2/12/2020 23:28:53,iPhone (all models),3341,Light Flux,your bed at night,1
2/12/2020 23:29:05,iPhone (all models),1927,Light Flux,breakfast table,112
2/12/2020 23:29:16,iPhone (all models),1927,Light Flux,breakfast table,99
2/12/2020 23:29:32,iPhone (all models),1927,Light Flux,In class (on writing desk),101
2/12/2020 23:29:44,iPhone (all models),1927,Light Flux,In class (on writing desk),102
2/12/2020 23:29:58,iPhone (all models),1927,Light Flux,In class (on writing desk),102
2/12/2020 23:30:20,iPhone (all models),1927,Light Flux,Outdoors by GIX: Sunny,1265
2/12/2020 23:30:33,iPhone (all models),1927,Light Flux,Outdoors by GIX: Sunny,1021
2/12/2020 23:30:44,iPhone (all models),1927,Light Flux,Outdoors by GIX: Sunny,1221
2/12/2020 23:31:02,iPhone (all models),1927,Light Flux,In the car,1
2/12/2020 23:31:12,iPhone (all models),1927,Light Flux,In the car,1
2/12/2020 23:31:22,iPhone (all models),1927,Light Flux,In the car,1
2/12/2020 23:31:42,iPhone (all models),1927,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",87.3
2/12/2020 23:31:53,iPhone (all models),1927,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",85
2/12/2020 23:32:06,iPhone (all models),1927,Light Flux,"GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",87.3
2/12/2020 23:32:25,iPhone (all models),1927,"Sound pressure level, SPL(dBA)",your bed at night,28.1
2/12/2020 23:32:37,iPhone (all models),1927,"Sound pressure level, SPL(dBA)",breakfast table,39.5
2/12/2020 23:32:53,iPhone (all models),1927,"Sound pressure level, SPL(dBA)",In class (on writing desk),50.3
2/12/2020 23:33:09,iPhone (all models),1927,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,56.2
2/12/2020 23:33:26,iPhone (all models),1927,"Sound pressure level, SPL(dBA)",In the car,43.8
2/12/2020 23:35:56,iPhone (all models),1927,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),43
2/12/2020 23:36:15,iPhone (all models),1927,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",81
